# table.column <TAB> source text <TAB> English. Applied by translate_dump.pl.
AttrInfo.comm	종족 전쟁 자동 시작 기능. 이 값은 실제로 안 쓰인다(-_-;). conf화일의 ActiveRaceWar참고	Race War auto-start. This value is not actually used (-_-;). See ActiveRaceWar in the conf file
AttrInfo.comm	종족 전쟁 인원 제한 기능	Race War player limit
AttrInfo.comm	치프 몬스터 추가 아이템 개수	Chief monster: number of extra items
AttrInfo.comm	NPC가 선물 주는 이벤트 On/Off	NPC gift event on/off
AttrInfo.comm	뱀파이어 능력치 재분배 비용	Vampire stat redistribution cost
AttrInfo.comm	커플 기능 On/Off	Couple system on/off
AttrInfo.comm	커플이 깨진 캐릭터가 다시 커플을 맺을 수 있나? on/off	Can a character whose couple broke up form a new couple? on/off
AttrInfo.comm	길드전쟁을 하는가?. 이 값은 실제로 안 쓰인다(-_-;). conf화일의 ActiveGuildWar참고	Is guild war enabled? This value is not actually used (-_-;). See ActiveGuildWar in the conf file
AttrInfo.comm	아우스터스 무료 사용 레벨 제한	Ousters free-play level limit
AttrInfo.comm	퀘스트를 신청할 수 있는가	Can players apply for quests?
AttrInfo.comm	퀘스트 정보를 보내줘야 하는가	Should quest info be sent?
AttrInfo.comm	구입한 아이템을 찾을 수 있는가	Can purchased items be collected?
AttrInfo.comm	PC 방 경험치 보너스	PC room experience bonus
AttrInfo.comm	PC 방 아이템 획득률 보너스	PC room item drop bonus
AttrInfo.comm	돈 로그 남기는 최소 금액	Minimum amount for money logging
AttrInfo.comm	피씨방 복권 이벤트	PC room lottery event
AttrInfo.comm	Capture The Flag 이벤트 가능	Capture The Flag event enabled
AttrInfo.comm	Daemonctl 도 죽이는지 여부	Whether Daemonctl is killed too
AttrInfo.comm	Moon Card 이벤트 여부	Moon Card event flag
AttrInfo.comm	보름달 카드 나올 확률	Full moon card drop rate
AttrInfo.comm	반달 카드 나올 확률	Half moon card drop rate
AttrInfo.comm	초승달 카드 나올 확률	Crescent moon card drop rate
AttrInfo.comm	그믐달(없는) 카드 나올 확률	New moon (blank) card drop rate
AttrInfo.comm	레벨별 전쟁 진행 여부	Level war enabled
AttrInfo.comm	종족전시 HP 보너스	Race War HP bonus
AttrInfo.comm	레벨전쟁 존에 무료 사용자가 들어갈 수 있는가?	Can free users enter the level war zone?
AttrInfo.comm	펫 경험치 비율	Pet experience rate
AttrInfo.comm	복주머니 이벤트 여부	Lucky pouch event flag
AttrInfo.comm	초록색 복주머니 나올 확률	Green lucky pouch drop rate
AttrInfo.comm	파란색 복주머니 나올 확률	Blue lucky pouch drop rate
AttrInfo.comm	금색 복주머니 나올 확률	Gold lucky pouch drop rate
AttrInfo.comm	빨간색 복주머니 나올 확률	Red lucky pouch drop rate
AttrInfo.comm	선물 상자 이벤트 여부	Gift box event flag
AttrInfo.comm	빨간색 선물 상자 나올 확률	Red gift box drop rate
AttrInfo.comm	파란색 선물 상자 나올 확률	Blue gift box drop rate
AttrInfo.comm	초록색 선물 상자 나올 확률	Green gift box drop rate
AttrInfo.comm	노란색 선물 상자 나올 확률	Yellow gift box drop rate
AttrInfo.comm	넷마블 카드 나올 확률	Netmarble card drop rate
AttrInfo.comm	넷마블 카드 이벤트 여부	Netmarble card event flag
AttrInfo.comm	프리미엄 체험권 이벤트 여부	Premium trial ticket event flag
AttrInfo.comm	펫 먹이 이벤트 여부	Pet food event flag
AttrInfo.comm	고급 펫 먹이 나올 확률	Premium pet food drop rate
AttrInfo.comm	펫 먹이 나올 확률	Pet food drop rate
AttrInfo.comm	종족별 펫 먹이 나올 확률	Race-specific pet food drop rate
AttrInfo.comm	리바이벌 셋 나올 확률	Revival set drop rate
AttrInfo.comm	오늘은 공휴일인가?	Is today a public holiday?
AttrInfo.comm	몬스터 HP비율 %	Monster HP rate %
AttrInfo.comm	몬스터 EXP비율 %	Monster EXP rate %
AttrInfo.comm	클로버 이벤트 여부	Clover event flag
AttrInfo.comm	클로버 나올 확률 (1/100000)	Clover drop rate (1/100000)
AttrInfo.comm	몬스터 데미지 비율 %	Monster damage rate %
AttrInfo.comm	2차 펫 퀘스트	Second pet quest
AttrInfo.comm	네이밍펜 이벤트	Naming Pen event
AttrInfo.comm	네이밍펜 확률 (1/100000)	Naming Pen chance (1/100000)
AttrInfo.comm	금메달 확률 (1/100000)	Gold medal chance (1/100000)
AttrInfo.comm	복날 이벤트	Dog days event
AttrInfo.comm	월계관 확률	Laurel wreath chance
AttrInfo.comm	다덴 올림픽 이벤트	Darden Olympics event
AttrInfo.comm	월계관 가격	Laurel wreath price
AttrInfo.comm	초보 이벤트	Beginner event
AttrInfo.comm	송편 이벤트	Songpyeon event
AttrInfo.comm	송편 확률	Songpyeon chance
AttrInfo.comm	길드 탈퇴시 페널티 기간	Penalty period after leaving a guild
AttrInfo.comm	연합 하위길드 갯수 제한	Maximum number of sub-guilds in a union
AttrInfo.comm	수능 대박 아이템 확률	Exam-season jackpot item chance
AttrInfo.comm	질드레 레어 인원 제한	Gilles de Rais lair player limit
AttrInfo.comm	불우이웃돕기이벤트	Charity event
AttrInfo.comm	상급 모래시계 확률	Superior hourglass chance
AttrInfo.comm	중급 모래시계 확률	Intermediate hourglass chance
AttrInfo.comm	하급 모래시계 확률	Basic hourglass chance
AttrInfo.comm	새해 맞이 이벤트 2005	New Year event 2005
AttrInfo.comm	복조리 아이템 확률 (1/n)	Lucky strainer item chance (1/n)
AttrInfo.comm	이벤트 빨간 떡국 아이템 확률 (1/n)	Event red rice cake soup item chance (1/n)
AttrInfo.comm	이벤트 녹색 떡국 아이템 확률 (1/n)	Event green rice cake soup item chance (1/n)
AttrInfo.comm	이벤트 파란 떡국 아이템 확률 (1/n)	Event blue rice cake soup item chance (1/n)
AttrInfo.comm	이벤트 검은 떡국 아이템 확률 (1/n)	Event black rice cake soup item chance (1/n)
AttrInfo.comm	이벤트 쑥색 떡국 아이템 확률 (1/n)	Event mugwort rice cake soup item chance (1/n)
AttrInfo.comm	시간대별 경험치 2배 이벤트	Time-slot double experience event
AttrInfo.comm	몬스터 죽인 숫자 세기	Count monster kills
AttrInfo.comm	결혼 축의금 이벤트	Wedding gift money event
AttrInfo.comm	패밀리 코인 이벤트	Family coin event
AttrInfo.comm	패밀리 코인 아이템 확률	Family coin item chance
AttrInfo.comm	풍선 머리띠 이벤트	Balloon headband event
AttrInfo.comm	풍선 머리띠 아이템 확률	Balloon headband item chance
AttrInfo.comm	풀 파티 경험치 이벤트	Full party experience event
MasterLairInfo.MasterSummonSay	"목욕중인 숙녀를 훔쳐보려 하다니, 냉큼 꺼지지 못할까…",\n"여기가 감히 어딘 줄이나 알고 들어온 거냐?",\n"가거라, 나의 귀여운 아이들아. 가서 놈들을 영원한 어둠 속으로 인도하거라.",\n"조금만 기다리거라. 나의 마력이 거의 다 차 올랐으니…",\n"나의 충성스런 아이들아, 가서 목욕통에 담을 피를 보충해 오거라.",\n"너희들의 충성심을 내게 보여주거라.",\n"쯧쯧쯧… 무모하다고나 할까, 어리석다고나 할까…",\n"크크?, 그래도 살아보겠다고 발버둥을 치는구나.",\n"좀 더 힘을 내보라구. 이제 시작일 뿐인데 그렇게까지 숨을 몰아 쉬어서야…",\n"내가 브리콜라카스님께 배운 건 마법만이 아니란 걸 알게 될 거야."\n	"Peeping at a lady in her bath? Get out this instant...",\n"Do you even know where you have dared to set foot?",\n"Go, my lovely children. Go and lead them into eternal darkness.",\n"Wait just a little longer. My magic is almost at its peak...",\n"My loyal children, go and bring more blood to fill my bath.",\n"Show me your loyalty.",\n"Tsk, tsk, tsk... Is it recklessness, or simple stupidity...",\n"Heh heh, still thrashing about trying to stay alive.",\n"Try a little harder. This is only the beginning, and already you gasp for breath...",\n"You will learn that magic is not all Lord Vrykolakas taught me."\n
MasterLairInfo.MasterSummonSay	"대체 어느 놈이냐… 바깥이 무척 소란스럽구나.",\n"아직 두려움이란 걸 경험치 못한 생쥐들이 숨어들었나 보군.",\n"나의 숙면을 방해한 죄의 댓가는 죽음보다 크다는 걸 알아라.",\n"조금만 참고 견디거라. 너희들을 이내 피의 축제 속으로 초대할 테니.",\n"하하하하… 고작 이 정도에 얼굴색이 변하는 거냐?",\n"끌끌끌… 이따금은 이런 멍청이들이라도 생겨야 사는데 재미가 있을 테지.",\n"혹시 지금 사전이 있거들랑 '만용'이란 단어 뜻을 찾아 보라구.",\n"에슬라니아에 숨겨진 일족의 힘은 곧 나의 것이 되리라.",\n"벌써부터 그렇게 나가떨어져서야 내 모습은 구경도 못해볼 거 아닌가.",\n"나를 좀더 흥겹게 해주지 못하면 곤란한데 말이야…"\n	"Who goes there... There is quite a commotion outside.",\n"It seems some mice who have yet to learn fear have crept in.",\n"Know that the price for disturbing my slumber is greater than death.",\n"Be patient a little longer. I shall soon invite you to a feast of blood.",\n"Hahahaha... Is this enough to make you turn pale?",\n"Heh heh heh... Now and then it takes fools like these to keep life amusing.",\n"If you have a dictionary on you, look up the word 'recklessness'.",\n"The power of the clan hidden in Eslania shall soon be mine.",\n"If you fall so soon, you will never even get to see my face.",\n"It would be a pity if you could not entertain me a little better..."\n
MasterLairInfo.MasterDeadSlayerSay	"피 속에 흐르는 불멸의 힘이 언젠가 너희를 죽음으로 인도할 것이다.",\n"들리느냐? 나의 수하들이 울부짖는 소리가… 일족의 저주가 늘 그림자에 붙어 다닐 것이다.",\n"이번에는 물러서겠다만, 언젠가 네놈의 살은 비누로 만들고 피는 목욕통에 담아주겠다."\n	"The immortal power flowing in my blood will one day lead you to your deaths.",\n"Do you hear it? The wailing of my servants... The curse of my clan will cling to your shadow forever.",\n"I will withdraw this time, but one day I will make soap of your flesh and fill my bath with your blood."\n
MasterLairInfo.MasterDeadSlayerSay	"크윽… 내가 하필 부상 중일 때 덤비다니… 운 좋은 줄 알아라, 꼬마.",\n"앞으론 명당자리로만 골라다녀라. 다음에 마주쳤을 땐 그 자리가 곧 네 무덤이 될 테니…",\n"낯짝을 똑똑히 기억해두마. 언젠가 네놈 엉덩이에 꼬챙이를 꿰어 매달아 주어야 할 테니…"\n	"Ugh... To strike at me just when I am wounded... Count yourself lucky, boy.",\n"From now on, keep to the safest ground you can find. The next place we meet will be your grave...",\n"I will remember your face well. One day I must hang you up with a skewer through your backside..."\n
MasterLairInfo.MasterDeadVampireSay	"누가 보낸 것이냐? 네 놈들도 테페즈의 개란 말이냐? 빌어먹을 자식… 언젠간 내 손으로…",\n"뱀파이어의 긍지를 잃은 어리석은 것들아, 일족의 저주가 늘 그림자에 붙어 다닐 것이다.",\n"네 놈의 피에 흐르는 생명은 누구의 것이란 말이냐? 은혜도 모르는 어리석은 녀석들…"\n	"Who sent you? Are you Tepes's dogs too? Curse you... One day, with my own hands...",\n"Fools who have lost the pride of Vampires, the curse of the clan will cling to your shadow forever.",\n"Whose life is it that flows in your blood? Ungrateful fools..."\n
MasterLairInfo.MasterDeadVampireSay	"조무래기 배신자들에게 당할 줄이야. 두고 봐라. 다음 번엔 그리 쉽지 않을 것이다.",\n"내게 바쳤던 충성의 서약은 거짓이었단 말이냐? 불멸의 육신이 언젠가 너희들을 반드시 멸하리라.",\n"바토리를 해치우기는커녕 되려 내게 칼날을 들이대다니… 배신의 대가는 죽음보다 클 것이다."\n	"To be brought down by petty traitors. Mark my words. Next time it will not be so easy.",\n"Was the oath of loyalty you swore to me a lie? My immortal flesh will destroy you all one day.",\n"Instead of finishing off Bathory, you turn your blades on me... The price of betrayal will be greater than death."\n
MasterLairInfo.MasterNotDeadSay	"어리석은 녀석들. 지옥에서나 너희들의 나약함에 눈물을 흘리거라.",\n"깔깔깔깔... 고작 그 정도의 힘으로 이 안에 발을 들여놓았단 말이냐?",\n"이제 와서 발바닥을 핥으며 빌어봐야 소용없지 않겠어? 크크큭"	"Fools. Go and weep over your weakness in hell.",\n"Ahahahaha... You dared set foot in here with so little power?",\n"What good will it do now to lick my feet and beg? Heh heh heh"
MasterLairInfo.MasterNotDeadSay	"네 녀석들의 기막힌 용기에 경의를 표한다. 가급적 고통 없이 보내주도록 하지.",\n"하하하하. 꼬챙이에 꿸 장식품들이 많이도 늘었구나.",\n"귀여운 녀석들. 네놈들에게도 생각이란 게 있다면 다신 이곳에 올 엄두를 못 내겠지?"\n	"I salute your remarkable courage. I shall try to send you off without pain.",\n"Hahahaha. My collection of skewered ornaments has grown nicely.",\n"Adorable creatures. If you have any sense at all, you will never dare come here again."\n
SSStringPool.String	요청한 팀의 등록이 허가됨.	Your team registration request has been approved.
SSStringPool.String	요청한 팀의 등록이 허가됨. 이 시간 이후부터 리더의 지휘를 받을 것	Your team registration has been approved. From now on you are under your leader's command
SSStringPool.String	요청한 클랜의 등록이 허가됨.	Your clan registration request has been approved.
SSStringPool.String	요청한 클랜의 등록이 허가됨. 이 시간 이후부터 리더의 지휘를 받을 것	Your clan registration has been approved. From now on you are under your leader's command
SSStringPool.String	팀 가입이 승인되었습니다.	Your team membership has been approved.
SSStringPool.String	클랜 가입이 승인되었습니다.	Your clan membership has been approved.
SSStringPool.String	팀이 해체되었습니다.	The team has been disbanded.
SSStringPool.String	클랜이 해체되었습니다.	The clan has been disbanded.
SSStringPool.String	팀이 취소되었습니다. 등록비를 환불 받았습니다.	The team has been canceled. Your registration fee has been refunded.
SSStringPool.String	클랜이 취소되었습니다. 등록비를 환불 받았습니다.	The clan has been canceled. Your registration fee has been refunded.
OptionClassInfo.HName	HP흡수	HP Absorb
OptionClassInfo.HName	MP흡수	MP Absorb
OptionClassInfo.HName	HP재생력	HP Regeneration
OptionClassInfo.HName	MP재생력	MP Regeneration
OptionClassInfo.HName	명중률	To Hit
OptionClassInfo.HName	회피율	Defense
OptionClassInfo.HName	데미지	Damage
OptionClassInfo.HName	방어율	Protection
OptionClassInfo.HName	내구성	Durability
OptionClassInfo.HName	독 마법저항력	Poison Resistance
OptionClassInfo.HName	산 마법저항력	Acid Resistance
OptionClassInfo.HName	저주 마법저항력	Curse Resistance
OptionClassInfo.HName	블러드 마법저항력	Blood Resistance
OptionClassInfo.HName	시야	Vision
OptionClassInfo.HName	공격속도	Attack Speed
OptionClassInfo.HName	크리티컬 히트	Critical Hit
OptionClassInfo.HName	행운	Luck
OptionClassInfo.HName	모든 저항력	All Resistances
OptionClassInfo.HName	모든 능력치	All Stats
OptionClassInfo.HName	MP 소모량	MP Consumption
OptionClassInfo.HName	통역	Translation
OptionClassInfo.HName	마법 데미지	Magic Damage
OptionClassInfo.HName	물리 데미지	Physical Damage
OptionClassInfo.HName	겜블 가격	Gamble Price
OptionClassInfo.HName	포션(혈청) 가격	Potion (Serum) Price
OptionClassInfo.HName	마법 방어력	Magic Defense
OptionClassInfo.HName	물리 방어력	Physical Defense
EventQuestRewardInfo.Name	아사달쇼핑 상품권(1만원)	Asadal Shopping gift certificate (10,000 won)
EventQuestRewardInfo.Name	다크에덴 펜던트	DarkEden Pendant
EventQuestRewardInfo.Name	다크에덴 티셔츠	DarkEden T-shirt
EventQuestRewardInfo.Name	다크에덴 1개월 이용권	DarkEden 1-month pass
EventQuestRewardInfo.Name	인라인 스케이트	Inline skates
EventQuestRewardInfo.Name	힐리스 Accel 7021	Heelys Accel 7021
EventQuestRewardInfo.Name	DVD 플레이어 MDVD-9006	DVD player MDVD-9006
EventQuestRewardInfo.Name	5.1채널 스피커	5.1-channel speakers
EventQuestRewardInfo.Name	아사달쇼핑 상품권(10만원)	Asadal Shopping gift certificate (100,000 won)
EventQuestRewardInfo.Name	명품시계	Luxury watch
EventQuestRewardInfo.Name	캠코더	Camcorder
EventQuestRewardInfo.Name	디지털 카메라	Digital camera
EventQuestRewardInfo.Name	아사달 쇼핑 상품권(50만원)	Asadal Shopping gift certificate (500,000 won)
EventQuestRewardInfo.Name	홈시어터일체형	All-in-one home theater
EventQuestRewardInfo.Name	냉장고	Refrigerator
EventQuestRewardInfo.Name	완전평면 TV	Flat-screen TV
EventQuestRewardInfo.Name	TFT-LCD 모니터	TFT-LCD monitor
EventQuestRewardInfo.Name	컴퓨터	Computer
EventQuestRewardInfo.Name	디지털 TV	Digital TV
EventQuestRewardInfo.Name	다크에덴1/2 이용권(평생)	DarkEden 1/2 lifetime pass
WorldInfo.Name	鬼魅炼狱	Phantom Purgatory
CastleInfo.Name	奥塔乌斯	Octavus
CastleInfo.Name	特瑞斯	Tertius
CastleInfo.Name	塞普蒂默斯	Septimus
CastleInfo.Name	括塔斯	Quartus
CastleInfo.Name	彭塔努斯	Pentanus
CastleInfo.Name	海克西里乌斯	Hexserius
ShrineInfo.Name	亚麦加	Armega
ShrineInfo.Name	쵠샅랑	Mihole
ShrineInfo.Name	基罗	Kiro
ShrineInfo.Name	阿伊尼	Ini
ShrineInfo.Name	목적멕쟁	Gregori
ShrineInfo.Name	孔切里亚	Concilia
ShrineInfo.Name	雷吉斯	Legios
ShrineInfo.Name	希而里	Hillel
ShrineInfo.Name	속른	Jave
ShrineInfo.Name	코쯔	Nema
ShrineInfo.Name	각쭈힉	Arosa
ShrineInfo.Name	察斯法	Chaspa
SweeperSetInfo.Name	保管台	Storage Table
GSStringPool.String	人类	Slayer
GSStringPool.String	吸血鬼	Vampire
GSStringPool.String	人类战斗奖励已经开启	The Slayer combat bonus is now active.
GSStringPool.String	吸血鬼战斗奖励已经开启	The Vampire combat bonus is now active.
GSStringPool.String	战斗奖励已经结束	The combat bonus has ended.
GSStringPool.String	人类战斗奖励已经结束	The Slayer combat bonus has ended.
GSStringPool.String	吸血鬼战斗奖励已经结束	The Vampire combat bonus has ended.
GSStringPool.String	玩家%s(%s)在%s(%d,%d)里拥有人类圣物	%s (%s) holds the Slayer Relic at %s (%d, %d).
GSStringPool.String	玩家%s(%s)在%s(%d,%d)里拥有吸血鬼圣物	%s (%s) holds the Vampire Relic at %s (%d, %d).
GSStringPool.String	圣物(%s)掉在%s(%d,%d)里	Relic (%s) was dropped at %s (%d, %d).
GSStringPool.String	%d秒后服务器暂停服务 稍后请重新连接	Server shutting down in %d seconds. Please reconnect later.
GSStringPool.String	服务器将暂停服务	The server is shutting down.
GSStringPool.String	玩家%s拿到了人类圣物	%s has taken the Slayer Relic.
GSStringPool.String	玩家%s拿到了吸血鬼圣物	%s has taken the Vampire Relic.
GSStringPool.String	%d취빈盧땡돕%s	In %d seconds you will be moved to %s.
GSStringPool.String	%d취빈젯쌈쉥뙤역	Disconnecting in %d seconds.
GSStringPool.String	任务地图(%s)已打开	Quest map (%s) is now open.
GSStringPool.String	任务地图(%s)已关闭	Quest map (%s) is now closed.
GSStringPool.String	可进出休息地(%s)的时间还剩%d分钟	Lair (%s) can be entered for %d more minutes.
GSStringPool.String	圣诞老人	Santa Claus
GSStringPool.String	狼	Wolf
GSStringPool.String	人类圣物保管台	Slayer Relic Shrine
GSStringPool.String	吸血鬼圣物保管台	Vampire Relic Shrine
GSStringPool.String	现在无法进入	You cannot enter right now.
GSStringPool.String	收费区，不能进	This is a pay zone. You cannot enter.
GSStringPool.String	[网吧]使用时间还剩%d分钟	[PC Room] %d minutes of play time left.
GSStringPool.String	[个人]使用时间还剩%d分钟	[Personal] %d minutes of play time left.
GSStringPool.String	纯能力值和达到40才能练这个技能	You can train this skill once your base stats total 40.
GSStringPool.String	圣使者技能	Cleric Guild
GSStringPool.String	엊훙세콘	Soldier Guild
GSStringPool.String	武士技能	Warrior Guild
GSStringPool.String	现在无法得到圣物	You cannot take the Relic right now.
GSStringPool.String	圣物保管台里出来了圣物(%s)	Relic (%s) has appeared at the Relic Shrine.
GSStringPool.String	啊...是吸血鬼!	Ah... a Vampire!
GSStringPool.String	咦...?吃的东西吗?	Huh...? Is that food?
GSStringPool.String	玩家%s把圣物(%s)放进了圣物保管台	%s placed the Relic (%s) in the Relic Shrine.
GSStringPool.String	战争，人类胜利了	The Slayers have won the war.
GSStringPool.String	吸血鬼赢得了战争。	The Vampires have won the war.
GSStringPool.String	正在战争中	A war is already in progress.
GSStringPool.String	战争开始了	The war has begun.
GSStringPool.String	结束战争	The war has ended.
GSStringPool.String	不是战争中或不能结束	No war in progress, or it cannot be ended.
GSStringPool.String	又打错命令啦，去仔细看看再来吧，你的变量名字错啦。	Wrong command again: bad variable name. Check it and try again.
GSStringPool.String	正在下载休息地信息	Loading lair info...
GSStringPool.String	正在下载怪物信息(%s)	Loading monster info (%s)...
GSStringPool.String	下载所有怪物的信息	Loading all monster info...
GSStringPool.String	怪物(%s)指定错了	Invalid monster specified (%s).
GSStringPool.String	下载怪物AI的信息(DirectiveSet)	Loading monster AI info (DirectiveSet)...
GSStringPool.String	下载地区信息	Loading zone info...
GSStringPool.String	下载地区	Loading zones...
GSStringPool.String	下载用户信息	Loading user info...
GSStringPool.String	下载物品%s信息	Loading item info for %s...
GSStringPool.String	下载选择权信息	Loading option info...
GSStringPool.String	下载阶级奖金信息	Loading rank bonus info...
GSStringPool.String	星出现比率改成1/%s	Star drop rate set to 1/%s.
GSStringPool.String	事件开始了	The event has started.
GSStringPool.String	事件结束了	The event has ended.
GSStringPool.String	事件中怪物出现比率改成1/%s	Event monster spawn rate set to 1/%s.
GSStringPool.String	经验值获得率改成%s%	Experience gain rate set to %s%
GSStringPool.String	物品获得率改成%s%	Item drop rate set to %s%
GSStringPool.String	维持战争胜利时间改成%s分钟	War victory bonus duration set to %s minutes.
GSStringPool.String	人类战争HP奖赏改成%s%	Slayer war HP bonus set to %s%
GSStringPool.String	吸血鬼战争HP奖赏改成%s%	Vampire war HP bonus set to %s%
GSStringPool.String	人类战争损伤奖赏改成%s%	Slayer war damage bonus set to %s%
GSStringPool.String	吸血鬼战争损伤奖赏改成%s%	Vampire war damage bonus set to %s%
GSStringPool.String	奖金使用者的经验值奖金改成%s%	Premium user EXP bonus set to %s%
GSStringPool.String	收费地区的物品比率改成%s%	Pay zone item drop rate set to %s%
GSStringPool.String	地区团体平衡周期改成%s分钟	Zone group balancing interval set to %s minutes.
GSStringPool.String	GambleItemType比率改成%s%	GambleItemType rate set to %s%
GSStringPool.String	GambleItemOption比率改成%s%	GambleItemOption rate set to %s%
GSStringPool.String	摩托车召唤技能是%s	Motorcycle summoning: %s
GSStringPool.String	怪物识别敌人时间改成%s秒	Monster enemy memory set to %s seconds.
GSStringPool.String	值钱的改成%s%	Rare item rate set to %s%
GSStringPool.String	独特物品比率改成%s/10000	Unique item rate set to %s/10000
GSStringPool.String	BOSS战激活:%s	Boss battle active: %s
GSStringPool.String	死后重新进入休息地%s	Re-enter lair after death: %s
GSStringPool.String	中秋饼物品比率1 / %s	Mooncake item rate: 1 / %s
GSStringPool.String	怪物开始吸血 HP达到 %s%	Master starts Blood Drain at HP %s%
GSStringPool.String	怪物开始吸血时吸血比率%s%	Master Blood Drain rate at start: %s%
GSStringPool.String	怪物吸血完毕HP达到 %s	Master stops Blood Drain at HP %s
GSStringPool.String	怪物吸血完毕状态下吸血比率%s%	Master Blood Drain rate at end: %s%
GSStringPool.String	怪物头子技能%s	Chief monsters: %s
GSStringPool.String	怪物头子稀有物品比率%s%	Chief monster rare item rate: %s%
GSStringPool.String	往能力值和40以上的技能建筑物移动技能%s	Move to skill guild at 40+ total stats: %s
GSStringPool.String	系统正在保存您的信息 请少等	Saving your data. Please wait a moment.
GSStringPool.String	玩家%s正在连接 %s服务器	%s is connected to server %s.
GSStringPool.String	玩家%s不在服务器上	%s is not on the server.
GSStringPool.String	在线玩家: %d 名	Players online: %d
GSStringPool.String	你不行滴，命令记错啦，去看看再来吧。	Nope, wrong command. Look it up and try again.
GSStringPool.String	无法创造	Cannot create it.
GSStringPool.String	均衡地区团体	Balancing zone groups...
GSStringPool.String	任务开始	The quest has begun.
GSStringPool.String	这里不是BOSS任务地带	This is not a boss quest zone.
GSStringPool.String	我最猛状态%s	Invincible mode: %s
GSStringPool.String	幽灵状态 %s	Ghost mode: %s
GSStringPool.String	空中被封锁	The air is blocked.
